H	Tau
T	
8.131089293	0.507087
8.144360527	0.510163
8.15466652	0.509871
8.163752064	0.509103
8.172421749	0.508926
8.179581695	0.507979
8.189851513	0.507818
8.210011442	0.504076
8.218843836	0.501227
8.237674816	0.509239
8.251199121	0.514784
8.262201173	0.512827
8.269785988	0.512141
8.275933392	0.512485
8.29392358	0.511166
8.302656501	0.510456
8.316840711	0.51239
8.329108373	0.516308
8.336828771	0.515807
8.352513646	0.513335
8.358272297	0.514614
8.370359133	0.518717
8.383747761	0.523026
8.394397184	0.526077
8.409702331	0.527355
8.418507532	0.521987
8.427800903	0.518725
8.434572044	0.517034
8.450293016	0.515076
8.461159375	0.518176
8.468355397	0.520971
8.480867069	0.521385
8.493550497	0.522037
8.50751763	0.520426
8.518456284	0.521917
8.534421287	0.528727
8.548713842	0.532368
8.555484949	0.534552
8.573691893	0.534679
8.585046365	0.533016
8.591501055	0.532993
8.61752772	0.534081
8.634089307	0.531761
8.654357346	0.532931
8.67234725	0.529788
8.682300452	0.524993
8.689848973	0.526512
8.700814663	0.528999
8.709267191	0.530638
8.72076624	0.53538
8.730547659	0.536132
8.746476357	0.536918
8.756221605	0.537377
8.773027176	0.529511
8.786967021	0.532489
8.798637794	0.537981
8.804369216	0.540045
8.814919008	0.543286
8.830178681	0.54229
8.845619146	0.544203
8.856105638	0.540543
8.871401444	0.544484
8.887646447	0.54509
8.896207387	0.542217
8.904976245	0.538989
8.912841095	0.538617
8.929013747	0.539167
8.938198435	0.540399
8.94347782	0.543242
8.954931552	0.54416
8.971492896	0.542984
8.985080059	0.545773
8.99661513	0.542679
9.004850588	0.541359
9.019106692	0.545372
9.026971502	0.549771
9.044328313	0.548158
9.058267993	0.544047
9.080072454	0.545765
9.094111551	0.554797
9.109135997	0.553975
9.127514261	0.554564
9.135026473	0.555717
9.145991949	0.559308
9.153748234	0.560102
9.170725269	0.554774
9.182422962	0.543564
9.192701379	0.541134
9.207933676	0.545987
9.219179353	0.549921
9.223961476	0.553239
9.241535092	0.561605
9.252292596	0.560792
9.259985565	0.564955
9.273888949	0.574225
9.285243071	0.572948
9.295268322	0.574779
9.30690267	0.569476
9.324684136	0.570362
9.33467321	0.569505
9.343333416	0.567801
9.352490813	0.564454
9.362064039	0.561476
9.385956408	0.565703
9.40055578	0.565414
9.417568782	0.5634
9.430911595	0.570544
9.441777483	0.571559
9.451034276	0.571765
9.467206534	0.571903
9.494497757	0.578668
9.507695885	0.576148
9.536487663	0.582484
9.554820366	0.586835
9.564366383	0.586869
9.578965633	0.589426
9.590807742	0.587323
9.598003402	0.584077
9.606943735	0.578022
9.621443519	0.568839
9.637371574	0.56626
9.647224905	0.567689
9.655884985	0.568214
9.664346186	0.566996
9.677580367	0.566191
9.68910603	0.567064
9.694737783	0.57272
9.705847609	0.577121
9.721947354	0.577804
9.736058351	0.577645
9.747168155	0.580055
9.754508396	0.583209
9.763032836	0.583758
9.776230795	0.583264
9.788669412	0.58029
9.794120345	0.580212
9.80400976	0.581178
9.820461977	0.589358
9.835232802	0.585405
9.843549297	0.584825
9.853818354	0.584165
9.861194717	0.584037
9.877963276	0.579757
9.89144139	0.577577
9.901159006	0.581765
9.920576145	0.587532
9.93361129	0.592194
9.943880302	0.598953
9.951952683	0.601932
9.961552755	0.595694
9.974723468	0.595379
9.986529192	0.597448
9.99313714	0.603239
10.00263776	0.605994
10.01790563	0.596091
10.03023562	0.588242
10.04221307	0.581417
10.05157807	0.581941
10.05908995	0.579301
10.07389676	0.58666
10.08479847	0.590271
10.093603	0.59075
10.10233521	0.592438
10.11393295	0.592042
10.13184932	0.59014
10.1414945	0.588017
10.14561653	0.590781
10.15944701	0.595997
10.17437126	0.596501
10.1895938	0.598908
10.19703332	0.598661
10.2075553	0.599965
10.21677559	0.603559
10.22721621	0.59936
10.24091104	0.600189
10.24782625	0.602108
10.25872786	0.600225
10.27350741	0.608938
10.28845869	0.610498
10.29858289	0.612593
10.30742348	0.609316
10.3167522	0.60638
10.32844925	0.609517
10.34092368	0.610109
10.34777558	0.61304
10.35713139	0.614918
10.3732035	0.615319
10.38584966	0.621656
10.3954224	0.625158
10.41427862	0.621107
10.42836201	0.619422
10.43859461	0.620092
10.44736282	0.617293
10.45501015	0.616501
10.46842459	0.612344
10.47758149	0.60996
10.48820275	0.61146
10.49759466	0.613643
10.51314237	0.620017
10.52634887	0.620934
10.5388503	0.622527
10.54674165	0.623553
10.55425334	0.620243
10.568192	0.62024
10.57892169	0.619058
10.58698477	0.616344
10.59617777	0.61543
10.6126926	0.625165
10.62632389	0.624701
10.63690891	0.625261
10.64441153	0.627099
10.65422821	0.63039
10.67089666	0.633379
10.68322625	0.628842
10.69394683	0.62878
10.71106721	0.631472
10.72583737	0.629461
10.73569016	0.629308
10.74379838	0.632975
10.75217776	0.63407
10.76832185	0.635372
10.78123892	0.635418
10.79294473	0.635387
10.80960402	0.63856
10.82298206	0.637852
10.83507653	0.637772
10.84199152	0.63762
10.84551681	0.633238
10.84551681	0.63223
10.84712579	0.627943
10.84911441	0.627045
10.84915057	0.626667
10.84925	0.63391
10.84918673	0.640378
10.84918673	0.642244
10.84918673	0.639815
10.84913249	0.640495
10.84914153	0.635454
10.84914153	0.631465
10.84912345	0.630896
10.84909633	0.630475
10.84910537	0.631799
10.84912345	0.641587
10.84913249	0.642533
10.84912345	0.638229
10.84916865	0.634013
10.84914153	0.630156
10.84913249	0.635797
10.84909633	0.640019
10.84908729	0.637734
10.84910537	0.641405
10.84910537	0.642596
10.84911441	0.639067
10.84912345	0.639426
10.84913249	0.640101
10.84915961	0.641133
10.84916865	0.646876
10.84916865	0.649109
10.84912345	0.648604
10.84915057	0.644232
10.84916865	0.639502
10.84917769	0.638526
10.84916865	0.637177
10.84915961	0.638592
10.84915961	0.641295
10.84916865	0.642251
10.84915057	0.641796
10.84915961	0.63976
10.84915961	0.637885
10.84914153	0.634534
10.84915961	0.630183
10.84916865	0.629213
10.84916865	0.629581
10.84916865	0.630347
10.84918673	0.633271
10.84916865	0.632057
10.84917769	0.631961
10.84917769	0.634329
10.84915961	0.634641
10.84917769	0.636999
10.84919577	0.639331
10.84916865	0.643554
10.84916865	0.641839
10.84915057	0.642614
10.84916865	0.640818
10.84916865	0.642585
10.84915057	0.643938
10.84915961	0.639269
10.84916865	0.64434
10.84914153	0.649182
10.84915057	0.649244
10.84916865	0.644352
10.84915961	0.643533
10.84914153	0.640724
10.84915961	0.638109
10.84913249	0.643165
10.84912345	0.640826
10.84915057	0.636955
10.84915057	0.635989
10.84915057	0.63522
10.84915961	0.631449
10.84916865	0.63178
10.84916865	0.631257
10.84918673	0.629973
10.84917769	0.629227
10.84915961	0.630072
10.84915961	0.632978
10.84915961	0.630599
10.84917769	0.631012
10.84916865	0.638952
10.84915057	0.647726
10.84913249	0.647749
10.84915057	0.642281
10.84912345	0.639197
10.84915057	0.644096
10.84915057	0.645417
10.84914153	0.642041
10.84915057	0.632927
10.84915057	0.62882
10.84915961	0.632841
10.84915057	0.635798
10.84915961	0.641718
10.84914153	0.639583
10.84915057	0.638225
10.84916865	0.640507
10.84917769	0.640768
10.84917769	0.644613
10.84918673	0.646722
10.84917769	0.635781
10.84915057	0.630273
10.84916865	0.627796
10.84918673	0.62865
10.84918673	0.632828
10.84916865	0.633243
10.84915961	0.626659
10.84915961	0.632177
10.84915961	0.637913
10.84916865	0.642548
10.84915961	0.644716
10.84915057	0.64348
10.84916865	0.640823
10.84918673	0.639101
10.84918673	0.639923
10.84916865	0.641456
10.85844287	0.643508
10.8715045	0.639271
10.88177302	0.637885
10.89029697	0.639609
10.90381958	0.641532
10.91834553	0.644319
10.93194043	0.643047
10.94084401	0.643141
10.95614729	0.642527
10.97109804	0.643348
10.98090551	0.640932
10.99586528	0.641251
11.00340391	0.646304
11.01441356	0.649469
11.02831572	0.650481
11.03928017	0.649113
11.05377889	0.645716
11.06474332	0.645532
11.07218249	0.647627
11.08116735	0.649145
11.09621743	0.645472
11.11399729	0.6425
11.12643505	0.643596
11.13607069	0.644291
11.1538234	0.643087
11.16827684	0.645138
11.17960276	0.651816
11.188226	0.652113
11.19845818	0.647958
11.21389684	0.649339
11.22591874	0.654677
11.23768753	0.657476
11.25106526	0.657849
11.2671366	0.659816
11.27800147	0.666064
11.28225884	0.66956
11.29539248	0.670097
11.31075874	0.662098
11.32487762	0.65648
11.33413351	0.657916
11.34346172	0.659825
11.35379325	0.659009
11.36399822	0.655862
11.37670697	0.6566
11.38569168	0.657179
11.39480292	0.658049
11.41087414	0.665106
11.42058194	0.669445
11.43546903	0.669971
11.44244707	0.672626
11.44993128	0.674934
11.46434832	0.674068
11.4758458	0.670108
11.48440562	0.669221
11.49872321	0.670698
11.50578257	0.671325
11.522857	0.672222
11.53212183	0.669345
11.54259787	0.667244
11.55101304	0.666182
11.57291417	0.670548
11.58255861	0.667173
11.59768057	0.668596
11.60861755	0.675527
11.62244694	0.675319
11.63428778	0.678558
11.6486414	0.674876
11.66502874	0.677737
11.67994274	0.679281
11.69115083	0.678722
11.70680599	0.678647
11.72220805	0.68394
11.73373246	0.683705
11.73925514	0.68282
11.74879103	0.683861
11.76391285	0.682669
11.77382834	0.683753
11.78049893	0.683513
11.78926649	0.683146
11.80614179	0.687834
11.82025122	0.691205
11.83126037	0.69182
11.83652993	0.692838
11.84861467	0.692431
11.86150385	0.691877
11.86849076	0.693749
11.87855081	0.693046
11.88819508	0.692397
11.9039766	0.68492
11.91795037	0.685426
11.93045987	0.686515
11.93835061	0.684527
11.94663001	0.68371
11.96269167	0.688151
11.97698175	0.693714
11.98732194	0.692112
12.00360049	0.6982
12.01544107	0.700085
12.02769741	0.698499
12.03472041	0.699043
12.04442786	0.70086
12.06074251	0.698819
12.07524039	0.690001
12.08624033	0.687618
12.10363053	0.695965
12.11642008	0.702108
12.12584729	0.703552
12.13569931	0.703421
12.14516266	0.704428
12.15752737	0.704581
12.16786745	0.705442
12.17761097	0.702988
12.18575468	0.701745
12.20087611	0.70462
12.21603368	0.709622
12.22706968	0.708879
12.24205549	0.701549
12.25515225	0.698091
12.26818573	0.700669
12.2834517	0.707189
12.29720824	0.710993
12.30943726	0.712816
12.3168759	0.712705
12.32448627	0.71163
12.3395443	0.709854
12.35756692	0.710981
12.36710245	0.713868
12.37538164	0.713505
12.38355236	0.713088
12.39745343	0.716448
12.40685336	0.715683
12.41519579	0.71359
12.42173055	0.714241
12.44003327	0.71253
12.45211757	0.712669
12.46616319	0.708521
12.47230928	0.707326
12.48274858	0.708037
12.49756243	0.710327
12.5114634	0.713702
12.52396341	0.717128
12.53688821	0.717978
12.55421467	0.717646
12.56360547	0.718346
12.57209244	0.71675
12.58141996	0.71591
12.59580892	0.719562
12.61156265	0.721395
12.6197423	0.721254
12.62909691	0.721865
12.63814421	0.724475
12.65284946	0.726529
12.66399363	0.722215
12.68047939	0.721548
12.68739364	0.722476
12.69682052	0.724911
12.71090208	0.728632
12.72714376	0.726632
12.73807096	0.723566
12.75515316	0.723286
12.77666406	0.722463
12.79168552	0.723532
12.80209749	0.726253
12.81236485	0.727592
12.82060766	0.728338
12.83562908	0.730102
12.85092162	0.735506
12.86238198	0.733291
12.88529365	0.726132
12.90017039	0.731248
12.91941253	0.733538
12.93660299	0.732524
12.94969919	0.735674
12.96077084	0.736576
12.97589154	0.737058
12.99094896	0.739745
13.00076429	0.740453
13.00747053	0.739117
13.01627359	0.739767
13.03216247	0.743269
13.03914888	0.741396
13.05130503	0.740495
13.06112032	0.740694
13.07341203	0.744081
13.08867723	0.746388
13.10159254	0.74793
13.11608948	0.74703
13.13055026	0.746126
13.14218214	0.744123
13.15031631	0.743519
13.15932716	0.743918
13.17292026	0.746467
13.18210282	0.747853
13.19167401	0.750449
13.19963643	0.754216
13.21514553	0.759729
13.22936219	0.756898
13.24587447	0.751406
13.26442026	0.75237
13.27549169	0.750294
13.29729108	0.746407
13.31587296	0.747834
13.32760411	0.748347
13.34073612	0.75256
13.35450077	0.762733
13.36333979	0.763171
13.37136539	0.759854
13.3867026	0.758389
13.40322374	0.758085
13.41978102	0.760477
13.44310759	0.761017
13.46661488	0.760996
13.48083131	0.763955
13.48836881	0.765154
13.49531885	0.766802
13.50887549	0.765892
13.52612856	0.763273
13.53716365	0.76245
13.5459664	0.76525
13.55434438	0.769074
13.57090149	0.772866
13.58455748	0.772063
13.60044577	0.773454
13.61214959	0.774256
13.62353708	0.776222
13.6368767	0.778296
13.64494734	0.777127
13.65339757	0.77444
13.6687616	0.768977
13.68350201	0.768377
13.69289213	0.768967
13.70141463	0.770517
13.72670192	0.7791
13.73979743	0.778439
13.7674254	0.776152
13.78216572	0.775934
13.78988382	0.777869
13.79934617	0.778353
13.80996532	0.779158
13.82354879	0.781083
13.83458365	0.781572
13.84122626	0.782133
13.85104104	0.782268
13.86741706	0.783541
13.88152465	0.783263
13.89148401	0.783824
13.90066613	0.784368
13.91351747	0.78497
13.92528431	0.784209
13.93893997	0.783024
13.94736291	0.782459
13.95633713	0.785038
13.9665043	0.789302
13.98012377	0.792015
13.99063434	0.791975
13.99751184	0.791505
14.00777839	0.795088
14.0209098	0.79865
14.03386949	0.798516
14.0426358	0.795408
14.05713183	0.793654
14.063937	0.794059
14.07777328	0.793924
14.0899557	0.79166
14.1065122	0.790896
14.11908321	0.793806
14.13078661	0.795264
14.14032104	0.797528
14.1540759	0.801252
14.17126495	0.802979
14.17741035	0.801964
14.19312628	0.804306
14.2056972	0.806377
14.21875613	0.805065
14.22815494	0.804586
14.2376893	0.806409
14.24666335	0.808379
14.26101457	0.806944
14.27691116	0.80731
14.28648163	0.806937
14.29318729	0.806105
14.30491766	0.806737
14.31808495	0.807848
14.32873987	0.805934
14.33739755	0.807354
14.34375073	0.807995
14.36072265	0.810256
14.3743779	0.80697
14.38559308	0.806152
14.39512734	0.807076
14.40805053	0.805135
14.41845234	0.807047
14.42935119	0.809632
14.44877209	0.809531
14.46745191	0.810561
14.48299581	0.813575
14.49262941	0.816766
14.50227203	0.818408
14.51309852	0.822151
14.52570531	0.822717
14.53523947	0.821215
14.54134856	0.820462
14.55850098	0.82346
14.56702297	0.82261
14.57498464	0.824357
14.58619063	0.824844
14.59694475	0.826408
14.61758542	0.82885
14.63134886	0.828832
14.64144324	0.82747
14.6589028	0.825623
14.67252161	0.826074
14.68006752	0.826191
14.69036972	0.827907
14.70563323	0.832828
14.72221612	0.835203
14.73165074	0.835333
14.74145586	0.835215
14.75780375	0.837842
14.77093446	0.836011
14.78263732	0.833333
14.79346359	0.830559
14.80631412	0.830401
14.82049307	0.829635
14.83072286	0.830013
14.8443415	0.828682
14.85656844	0.833442
14.87035874	0.837521
14.8860739	0.842115
14.89783992	0.840516
14.91163922	0.839265
14.92124541	0.840744
14.92945087	0.843994
14.94456953	0.84438
14.95410339	0.845101
14.96839063	0.844484
14.97743649	0.844879
14.98727759	0.843921
14.99175082	0.84322
15.01242703	0.845
15.02572919	0.843734
15.03801923	0.846043
15.04434497	0.847216
15.05395106	0.848088
15.06774117	0.849219
15.07779909	0.84985
15.0849562	0.848897
15.09798719	0.849669
15.11080128	0.8514
15.12459133	0.852335
15.13485705	0.851387
15.14393895	0.851292
15.15266841	0.849104
15.16727172	0.851445
15.17834166	0.852093
15.18263409	0.851715
15.19363173	0.851292
15.20990678	0.849688
15.22481727	0.849379
15.23586006	0.850411
15.24123687	0.851793
15.25066209	0.854091
15.26390076	0.854452
15.27437421	0.85527
15.28478439	0.855464
15.29274565	0.854484
15.308632	0.855002
15.31708122	0.857666
15.3252503	0.859131
15.33485619	0.857779
15.34774235	0.856126
15.3596887	0.859031
15.36712579	0.859212
15.37885524	0.857592
15.39104554	0.858622
15.40085922	0.86118
15.40773603	0.861829
15.42209507	0.861642
15.43054421	0.866341
15.44108982	0.868986
15.45156313	0.868372
15.46246115	0.864837
15.48096788	0.86272
15.48920915	0.863084
15.49895047	0.863441
15.50715558	0.863277
15.5216862	0.864093
15.53129195	0.865953
15.54030128	0.868355
15.54637377	0.870572
15.56425687	0.873274
15.58091098	0.871291
15.59030885	0.872883
15.60559844	0.873746
15.61496014	0.874578
15.62183683	0.874948
15.63018645	0.872728
15.64799714	0.875131
15.66377462	0.872705
15.67837736	0.871097
15.68347386	0.871926
15.69066679	0.875906
15.70574842	0.877779
15.71891434	0.87542
15.72967659	0.873713
15.73868579	0.874291
15.74821908	0.875208
15.76204461	0.876032
15.77154174	0.874268
15.77856293	0.874072
15.78736425	0.874044
15.80387351	0.874097
15.81819596	0.875976
15.82943705	0.878587
15.83634977	0.881533
15.84505166	0.881958
15.8596813	0.88321
15.87075066	0.886437
15.87752782	0.887384
15.88726884	0.888127
15.90203398	0.884616
15.91579609	0.885891
15.92675697	0.887682
15.94456724	0.887582
15.9583293	0.889573
15.96402207	0.89144
15.97627508	0.894866
15.98472386	0.896956
16.00124189	0.897622
16.00938343	0.894056
16.01524786	0.892057
16.02642552	0.890643
16.04426277	0.888443
16.05676871	0.891062
16.06894933	0.892972
16.08330763	0.893916
16.09856953	0.891062
16.10889772	0.893079
16.11634342	0.89589
16.1265722	0.899403
16.14365028	0.896317
16.15618323	0.896789
16.16784871	0.899718
16.18292977	0.898269
16.19693554	0.899406
16.21194429	0.902428
16.22821805	0.899899
16.24159126	0.896277
16.25419639	0.897901
16.2681298	0.901701
16.2681298	0.902981
16.2681298	0.904326
16.27165381	0.90334
16.27166284	0.905322
16.27169898	0.903186
16.27176224	0.908617
16.27179838	0.909519
16.27169898	0.910544
16.27169898	0.908437
16.27172609	0.907668
16.27168091	0.908265
16.27169898	0.914255
16.27172609	0.911357
16.2717532	0.907798
16.27173513	0.906423
16.27173513	0.905324
16.27173513	0.909312
16.27170802	0.905773
16.27173513	0.903531
16.27173513	0.902613
16.27172609	0.904449
16.27172609	0.901794
16.27168995	0.901422
16.27171706	0.904747
16.27170802	0.904726
16.27171706	0.905669
16.27172609	0.908335
16.27169898	0.909347
16.27170802	0.909861
16.27168091	0.901689
16.27168995	0.901478
16.27174416	0.907965
16.27176224	0.910962
16.27176224	0.910993
16.2717532	0.908737
16.27172609	0.906349
16.27172609	0.902851
16.27172609	0.901993
16.27173513	0.902439
16.27176224	0.905762
16.2717532	0.906733
16.27170802	0.907351
16.27171706	0.908442
16.27173513	0.907827
16.27177127	0.906103
16.27177127	0.907402
16.27178031	0.907464
16.2717532	0.907661
16.27173513	0.906779
16.27174416	0.904164
16.2717532	0.902804
16.27174416	0.903345
16.2717532	0.905548
16.27174416	0.906204
16.2717532	0.903131
16.2717532	0.90264
16.27176224	0.904979
16.27176224	0.907339
16.27174416	0.906196
16.27171706	0.904883
16.27173513	0.902747
16.27173513	0.901481
16.27172609	0.899807
16.27170802	0.900165
16.27172609	0.902893
16.27173513	0.906755
16.27174416	0.906427
16.27173513	0.902991
16.2717532	0.904593
16.2717532	0.908884
16.2717532	0.910071
16.27173513	0.90829
16.27172609	0.906458
16.27171706	0.903903
16.27170802	0.90822
16.27171706	0.908883
16.27172609	0.908378
16.27172609	0.910834
16.27170802	0.91153
16.27170802	0.911394
16.27171706	0.910934
16.27170802	0.907839
16.27173513	0.908393
16.27173513	0.909812
16.27172609	0.906759
16.27173513	0.907524
16.27173513	0.910361
16.27173513	0.910121
16.27173513	0.908482
16.27174416	0.907047
16.27174416	0.907215
16.27174416	0.909087
16.27174416	0.907252
16.27174416	0.901159
16.27173513	0.899553
16.27173513	0.899914
16.27173513	0.903312
16.27171706	0.902826
16.27174416	0.90671
16.27171706	0.906071
16.27171706	0.904026
16.27171706	0.902414
16.27170802	0.90327
16.27170802	0.903776
16.27172609	0.909721
16.27173513	0.913405
16.27171706	0.91118
16.27173513	0.910602
16.2717532	0.908832
16.27176224	0.903333
16.27176224	0.90003
16.2717532	0.903887
16.27174416	0.906351
16.27172609	0.904857
16.27172609	0.902213
16.27174416	0.903065
16.27170802	0.902295
16.27171706	0.901558
16.27171706	0.902747
16.27173513	0.905885
16.27170802	0.90702
16.27169898	0.90695
16.27170802	0.904358
16.27170802	0.902653
16.27172609	0.901919
16.2717532	0.903256
16.27176224	0.902943
16.27178031	0.901809
16.27178031	0.9032
16.27178031	0.905123
16.27178031	0.904877
16.2717532	0.903189
16.27176224	0.905253
16.27177127	0.907207
16.27174416	0.907275
16.2717532	0.906883
16.27176224	0.907748
16.27176224	0.909037
16.27174416	0.908725
16.27173513	0.907352
16.27173513	0.905631
16.27174416	0.905217
16.27177127	0.904302
16.27178934	0.902801
16.27177127	0.902207
16.27172609	0.906511
16.27168091	0.908179
16.27172609	0.907527
16.27172609	0.906868
16.27173513	0.906902
16.27174416	0.904455
16.27177127	0.903749
16.2717532	0.902503
16.2717532	0.902867
16.27177127	0.904548
16.27174416	0.904554
16.27173513	0.905738
16.27173513	0.907658
16.27176224	0.905891
16.2717532	0.90459
16.27174416	0.904907
16.27172609	0.903286
16.27174416	0.901346
16.2717532	0.903513
16.27174416	0.905089
16.27172609	0.906754
16.27173513	0.910083
16.27173513	0.909249
16.27174416	0.907581
16.27174416	0.906897
16.27172609	0.905213
16.27174416	0.905477
16.27177127	0.903175
16.27176224	0.903168
16.27174416	0.905545
16.27178031	0.903504
16.27177127	0.902057
16.27176224	0.902994
16.27178031	0.904431
16.27176224	0.904454
16.27174416	0.90641
16.27173513	0.905862
16.27171706	0.907214
16.27171706	0.905027
16.27171706	0.908305
16.27169898	0.909595
16.27173513	0.906801
16.27173513	0.903853
16.27176224	0.903214
16.27177127	0.905287
16.27176224	0.907522
16.27177127	0.908643
16.27177127	0.910808
16.2717532	0.911303
16.2717532	0.902541
16.27176224	0.903154
16.27178031	0.904087
16.2717532	0.904573
16.27177127	0.904555
16.27177127	0.903443
16.27177127	0.906615
16.27176224	0.907349
16.27174416	0.905481
16.2717532	0.907843
16.27174416	0.910852
16.27174416	0.911604
16.27174416	0.911492
16.27172609	0.90561
16.27172609	0.904793
16.27174416	0.904388
16.27173513	0.90587
16.27173513	0.908354
16.27174416	0.907665
16.27173513	0.906898
16.27176224	0.908733
16.2717532	0.909077
16.27171706	0.910837
16.27172609	0.911709
16.27172609	0.908321
16.27174416	0.909328
16.27176224	0.906337
16.2717532	0.906109
16.27176224	0.909168
16.2717532	0.910616
16.27174416	0.908921
16.2717532	0.907673
16.27174416	0.905431
16.27177127	0.90394
16.2717532	0.902131
16.27174416	0.900357
16.2717532	0.902482
16.2717532	0.905091
16.2717532	0.909979
16.27174416	0.911527
16.27174416	0.908763
16.2717532	0.909625
16.27173513	0.910073
16.27173513	0.911194
16.27174416	0.90969
16.27177127	0.906179
16.27178934	0.905529
16.27177127	0.907406
16.2717532	0.904177
16.2717532	0.900565
16.2717532	0.900729
16.27177127	0.904668
16.27177127	0.906466
16.27176224	0.90795
16.27177127	0.908678
16.27178031	0.909674
16.27179838	0.908942
16.27178934	0.906306
16.27177127	0.906366
16.27177127	0.908185
16.27174416	0.908405
16.2717532	0.909728
16.27176224	0.909526
16.27174416	0.909042
16.2717532	0.911559
16.27173513	0.915226
16.27172609	0.919623
16.27173513	0.915266
16.27172609	0.913776
16.27173513	0.910521
16.27174416	0.906135
16.2717532	0.905224
16.2717532	0.904554
16.27177127	0.904178
16.27178934	0.906169
16.27178031	0.909423
16.27178031	0.908416
16.27178934	0.906918
16.27177127	0.904362
16.2717532	0.903395
16.27171706	0.903445
16.27168995	0.904444
16.27172609	0.902852
16.27173513	0.902003
16.27174416	0.903093
16.27177127	0.901757
16.2717532	0.900182
16.27176224	0.902912
16.27176224	0.906478
16.27176224	0.908785
16.2717532	0.907923
16.27172609	0.908129
16.27172609	0.906062
16.2717532	0.905566
16.27174416	0.904057
16.27172609	0.907017
16.27602719	0.908745
16.28618356	0.907563
16.29453274	0.906584
16.30867392	0.905704
16.32648366	0.905416
16.33654059	0.907624
16.35043776	0.910645
16.36000673	0.909388
16.38070787	0.909962
16.39454173	0.912191
16.4123152	0.911613
16.4123152	0.911892
16.44219662	0.912739
16.45124145	0.912757
16.46154224	0.910123
16.47694825	0.905194
16.49210123	0.908423
16.50736262	0.91403
16.51877476	0.913711
16.53113565	0.9124
16.55991442	0.91657
16.5760793	0.919342
16.60422546	0.920142
16.61232143	0.917833
16.63103429	0.916388
16.64193129	0.917666
16.65069587	0.920028
16.65897251	0.919639
16.67300485	0.920565
16.68253743	0.919891
16.69266636	0.921265
16.70485539	0.921872
16.71661974	0.921622
16.74207298	0.920574
16.76239397	0.923571
16.7798597	0.927301
16.79815667	0.92097
16.81546874	0.918695
16.82514578	0.923061
16.84462633	0.925866
16.85695074	0.926694
16.8697992	0.927887
16.88136461	0.930926
16.88932485	0.932468
16.89920061	0.933592
16.91411814	0.928281
16.92832185	0.925993
16.93736632	0.929987
16.94487476	0.931321
16.96131922	0.932134
16.97186354	0.93382
16.98191994	0.933167
16.99644884	0.928856
17.00971278	0.925458
17.02116963	0.923687
17.02738596	0.92324
17.04344178	0.9235
17.05388664	0.924298
17.07001471	0.9252
17.08261898	0.928604
17.09581958	0.932327
17.11038448	0.931869
17.12514815	0.929378
17.13852037	0.927217
17.1529768	0.927591
17.16177714	0.930061
17.16718926	0.932365
17.18251304	0.935437
17.19417753	0.936098
17.20280618	0.935121
17.21526575	0.933754
17.22599054	0.933054
17.23663401	0.935862
17.2514427	0.934952
17.26865472	0.93268
17.28028299	0.931959
17.29348336	0.933546
17.30957496	0.933692
17.32137485	0.933683
17.3321628	0.933723
17.35070286	0.935714
17.36421938	0.936548
17.37413089	0.934338
17.3843315	0.935751
17.3977757	0.939483
17.40590727	0.942053
17.41889969	0.940811
17.43792751	0.943359
17.44731492	0.943618
17.45761485	0.941964
17.46439112	0.942275
17.47420316	0.941651
17.48156669	0.939047
17.49658287	0.934884
17.50744293	0.933583
17.52147427	0.933382
17.53115072	0.935508
17.55551802	0.939405
17.56551067	0.939842
17.57888238	0.943918
17.59092594	0.947198
17.60622206	0.9481
17.62011775	0.949187
17.63027297	0.949183
17.6455329	0.951342
17.65562486	0.955002
17.6641086	0.95826
17.67007161	0.958658
17.68910805	0.954126
17.70041968	0.952322
17.71379123	0.951817
17.72297061	0.952236
17.73505016	0.951107
17.74636174	0.953361
17.76019401	0.956305
17.76892162	0.955963
17.77978142	0.95503
17.7878043	0.955676
17.80068788	0.956687
17.81186387	0.958974
17.81873931	0.961385
17.82931899	0.961543
17.8438107	0.961766
17.85107462	0.96348
17.85966663	0.965509
17.86787015	0.968429
17.88671653	0.968135
17.89639268	0.969847
17.90232846	0.972798
17.91688332	0.971077
17.92655944	0.970047
17.93476291	0.969571
17.94442998	0.971984
17.95731338	0.975769
17.96803749	0.9778
17.98964829	0.980096
18.00773556	0.980447
18.02826214	0.98557
18.04044978	0.986841
18.05046911	0.986174
18.05835628	0.983862
18.06973981	0.983014
18.08440286	0.986165
18.10925683	0.990122
18.13648682	0.995973
18.14874662	0.995468
18.15730227	0.994945
18.16742991	0.995438
18.182924	0.993354
18.19039549	0.993808
18.19821932	0.996237
18.21389406	1.000378
18.22956878	1.001208
18.24960709	1.00128
18.25896673	1.004814
18.26961827	1.007205
18.29611608	1.003372
18.31214302	1.007215
18.32100571	1.010152
18.32998584	1.009894
18.33783668	1.009533
18.3532944	1.013612
18.36353027	1.013723
18.36802935	1.014914
18.38081288	1.013309
18.39369577	1.013022
18.40605466	1.014742
18.41949765	1.019429
18.42958891	1.022726
18.45134336	1.024031
18.4644972	1.024358
18.47769619	1.028002
18.50255831	1.031636
18.51323672	1.033799
18.52032855	1.035396
18.53438572	1.032699
18.55121635	1.034019
18.56134363	1.035051
18.56971828	1.033249
18.57970099	1.031962
18.58962046	1.032892
18.60261151	1.032648
18.61119391	1.035055
18.61839409	1.037585
18.63556789	1.037475
18.64987786	1.040101
18.65913778	1.042544
18.669807	1.043167
